FullPath,GOOD/BAD MAINPATH,Instance,SOL_1,SOL_2,SOL_3,LOC_SOL,SOL_GLOB,CAT_1,CAT_2,CAT_3,REQ_1,REQ_2,REQ_3,COND_1,COND_2,COND_3
/content/dataset-2/А56-133323-2019/2020.07.13.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,"Право хозяйственного ведения истца на нежилое помещение в здании, расположенном на арендованном земельном участке, прекращено, при этом истцом авансом внесена арендная плата, которая подлежит возврату за вычетом платежей, направленных на погашение задолженности за предыдущие периоды",,
/content/dataset-2/А56-133323-2019/2020.10.28.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,"Право хозяйственного ведения истца на нежилое помещение в здании, расположенном на арендованном земельном участке, прекращено, при этом истцом авансом внесена арендная плата, которая подлежит возврату за вычетом платежей, направленных на погашение задолженности за предыдущие периоды",,
/content/dataset-2/А56-133323-2019/2021.03.15.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку у ответчика отсутствуют правовые основания для получения арендных платежей за спорный период, при этом учтено наличие задолженности истца перед ответчиком в размере 1 копейки",,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,Переплата,,
/content/dataset-2/А56-134621-2019/2020.07.23.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,не удовлетворено,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-134621-2019/2020.12.09.txt,GOOD DEF,2,Удовлетворено в части,Удовлетворено в части,,удовлетворено частично,не удовлетворено,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-134621-2019/2021.02.26.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку участок перешел в общую долевую собственность собственников помещений в силу прямого указания закона, договор аренды считается прекратившимся; пропущен срок исковой давности в отношении части требования",,,удовлетворено частично,не удовлетворено,Аренда земли,,,О взыскании неосновательного обогащения,,,"Арендатор земельного участка (собственник помещения) полагает, что с момента регистрации права собственности первого лица на любое из жилых помещений в доме участок поступил в долевую собственность, у арендодателя не имелось оснований для получения арендной платы",,
/content/dataset-2/А56-134621-2019/2021.06.22.txt,GOOD DEF,4,"В передаче дела в Судебную коллегию по экономическим спорам Верховного Суда РФ отказано, поскольку спорный участок перешел в общую долевую собственность всех собственников помещений в многоквартирном доме в силу прямого указания закона и с данного момента договор аренды этого участка считается прекратившимся на основании ст. 413 ГК РФ, в связи с чем суд пришел к выводу, что общество вправе владеть и пользоваться земельным участком, занятым таким домом, без внесения платы. Исковые требования подлежат частичному удовлетворению, так как ответчиком заявлено о пропуске истцом срока исковой давности в части взыскания арендных платежей",,,не удовлетворено,не удовлетворено,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-136043-2019/2020.07.08.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Истечение срока действия договора,,
/content/dataset-2/А56-136043-2019/2020.09.17.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Истечение срока действия договора,,
/content/dataset-2/А56-137271-2019/2020.08.09.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,Споры с органами государственной власти,,О признании недействительным юридически значимого сообщения,,,Общество ссылается на нарушение своих прав,,
/content/dataset-2/А56-137271-2019/2020.11.17.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,Споры с органами государственной власти,,О признании недействительным юридически значимого сообщения,,,Истечение срока действия договора,,
/content/dataset-2/А56-137271-2019/2021.04.20.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку возобновление арендных правоотношений возможно только путем заключения нового договора аренды по результатам торгов",,,не удовлетворено,не удовлетворено,Аренда земли,Споры с органами государственной власти,,О признании недействительным юридически значимого сообщения,,,Общество ссылается на нарушение своих прав,,
/content/dataset-2/А56-13830-2020/2020.08.11.txt,GOOD DEF,1,В удовлетворении требования отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О применении последствий недействительности ничтожной сделки,,,Односторонний отказ от договора,,
/content/dataset-2/А56-13830-2020/2020.12.01.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О применении последствий недействительности ничтожной сделки,,,Односторонний отказ от договора,,
/content/dataset-2/А56-13830-2020/2021.03.17.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку факт нарушения арендатором условий договора, являющегося основанием для прекращения действия договора, установлен вступившим в законную силу судебным актом",,,не удовлетворено,не удовлетворено,Аренда земли,,,О применении последствий недействительности ничтожной сделки,,,Нарушение условий договора,,
/content/dataset-2/А56-14482-2020/2020.07.23.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Безучетное потребление,,
/content/dataset-2/А56-14482-2020/2020.09.30.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Безучетное потребление,,
/content/dataset-2/А56-15610-2020/2020.07.28.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-15610-2020/2020.12.09.txt,GOOD DEF,2,Удовлетворено,Отказано,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-157005-2018/2020.03.27.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-157005-2018/2020.06.29.txt,GOOD DEF,3,Определение оставлено без изменения,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Оспаривание сделок должника,,
/content/dataset-2/А56-157005-2018/2020.07.11.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Деятельность финансового управляющего,,
/content/dataset-2/А56-17515-2020/2020.07.21.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Нарушение сроков оплаты,,
/content/dataset-2/А56-17515-2020/2020.11.12.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Аренда земли,,,О взыскании задолженности,,,Нарушение сроков оплаты,,
/content/dataset-2/А56-17549-2020/2020.07.24.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным одностороннего отказа,,,Заключение договора аренды на неопределенный срок,,
/content/dataset-2/А56-17549-2020/2020.10.20.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным одностороннего отказа,,,Заключение договора аренды на неопределенный срок,,
/content/dataset-2/А56-1778-2020/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-1778-2020/2020.10.28.txt,GOOD DEF,2,Удовлетворено в части,Удовлетворено в части,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-1778-2020/2021.02.25.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку в отношении части заявленного требования пропущен срок исковой давности",,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,"Истец, являющийся собственником нежилого помещения в многоквартирном доме, ссылается то, что со дня введения в действие Жилищного кодекса РФ земельный участок, на котором расположен дом, перешел в общую долевую собственность собственников помещений дома и у ответчиков отсутствовали правовые основания для получения арендной платы за пользование участком",,
/content/dataset-2/А56-1778-2020/2021.06.22.txt,GOOD DEF,2,"Удовлетворено в части с учетом критериев разумности и справедливости, т.к. несение судебных расходов подтверждено договором оказания юридических услуг, актом сдачи-приемки выполненных работ и актом приема-передачи денежных средств",,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании неосновательного обогащения,,,Пропуск срока исковой давности,,
/content/dataset-2/А56-18151-2020/2020.07.10.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-18151-2020/2020.09.28.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-18560-2020/2020.05.06.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-18560-2020/2020.07.06.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Аренда земли,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-1893-2020/2020.08.04.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Безучетное потребление,,
/content/dataset-2/А56-1893-2020/2020.12.28.txt,GOOD DEF,2,Отказано,,,не удовлетворено,удовлетворено частично,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Безучетное потребление,,
/content/dataset-2/А56-1893-2020/2021.05.26.txt,GOOD DEF,3,"Требование удовлетворено частично, за период до допуска прибора учета в эксплуатацию",,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании неосновательного обогащения,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-1894-2020/2020.07.20.txt,GOOD DEF,1,PROBLEM_SOL,PROBLEM_SOL,PROBLEM_SOL,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неустойки в порядке субсидиарной ответственности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-1894-2020/2020.09.17.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неустойки в порядке субсидиарной ответственности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-1894-2020/2020.12.17.txt,GOOD DEF,3,"Требование удовлетворено, поскольку просрочка оплаты электроэнергии подтверждена, ФСИН как главный распорядитель бюджетных средств, осуществляющий финансовое обеспечение деятельности учреждения, несет субсидиарную ответственность по обязательствам учреждения",,,удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неустойки в порядке субсидиарной ответственности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-1894-2020/2021.03.22.txt,GOOD DEF,4,"В передаче дела для рассмотрения в Судебную коллегию по экономическим спорам Верховного Суда РФ отказано, поскольку суды установили факт ненадлежащего исполнения учреждением обязательств по своевременной оплате электрической энергии и пришли к выводу об обоснованности заявленных требований",,NOT MY COND,не удовлетворено,не удовлетворено,Поставка электроэнергии,,,О взыскании неустойки в порядке субсидиарной ответственности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-19227-2020/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,Об истребовании имущества из незаконного владения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-19227-2020/2020.11.26.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Аренда земли,,,Об истребовании имущества из незаконного владения,,,Истечение срока действия договора,,
/content/dataset-2/А56-19227-2020/2021.06.03.txt,GOOD DEF,3,"Требование удовлетворено, поскольку после расторжения договора арендатор не исполнил установленное законом и договором обязательство по возврату арендованного имущества",,,удовлетворено,удовлетворено,Аренда земли,,,Об истребовании имущества из незаконного владения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-19550-2020/2020.07.20.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным одностороннего отказа,,,Односторонний отказ от договора,,
/content/dataset-2/А56-19550-2020/2020.10.20.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным одностороннего отказа,,,Односторонний отказ от договора,,
/content/dataset-2/А56-19967-2020/2020.07.29.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Другое: поставка электроэнергии,,
/content/dataset-2/А56-19967-2020/2020.09.21.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Безучетное потребление,,
/content/dataset-2/А56-19967-2020/2021.01.20.txt,GOOD DEF,3,"Требование удовлетворено, дело направлено на новое рассмотрение, поскольку ненадлежащее извещение общества о рассмотрении дела повлекло невозможность реализации им права на представление возражений и доказательств, их подтверждающих",,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Другое: поставка электроэнергии,,
/content/dataset-2/А56-19967-2020/2021.06.01.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неосновательного обогащения и процентов в порядке 395 ГК РФ,,,Другое: поставка электроэнергии,,
/content/dataset-2/А56-20324-2020/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-20324-2020/2020.11.27.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-20426-2020/2020.07.20.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-20426-2020/2020.10.14.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,удовлетворено частично,Поставка электроэнергии,,,О взыскании задолженности и неустойки в порядке 395 ГК РФ,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-21347-2020/2020.07.03.txt,GOOD DEF,1,В удовлетворении требования отказано,,NOT MY COND,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-21347-2020/2020.07.22.txt,GOOD DEF,2,"Удовлетворено в части, поскольку испрашиваемые меры в части запрета уполномоченному органу осуществлять государственную регистрацию прекращения аренды в отношении объекта позволяют сохранить существующее состояние отношений сторонам, а также не препятствуют владению и пользованию имуществом",,NOT MY COND,удовлетворено частично,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-21347-2020/2020.10.20.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Аренда земли,,,О признании недействительным юридически значимого сообщения,,,Односторонний отказ от договора,,
/content/dataset-2/А56-22784-2020/2020.07.09.txt,GOOD DEF,1,Требование удовлетворено,,NOT MY COND,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-22784-2020/2020.09.15.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-22784-2020/2020.12.16.txt,GOOD DEF,3,"Требование удовлетворено, поскольку наличие задолженности доказано; расчет стоимости потребленной электроэнергии в спорный период произведен на основании показаний приборов учета электроэнергии, поименованных в договоре",,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23594-2020/2020.07.21.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23594-2020/2020.09.17.txt,GOOD DEF,2,Удовлетворено,,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23808-2020/2020.05.18.txt,GOOD DEF,1,Требование удовлетворено в части,,NOT MY COND,удовлетворено частично,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23808-2020/2020.07.07.txt,GOOD DEF,1,Требование удовлетворено в части,,,удовлетворено частично,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23808-2020/2020.09.08.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Поставка электроэнергии,,,О взыскании задолженности и неустойки,,,Неоплата услуг/Нарушение обязанности по оплате,,
/content/dataset-2/А56-23992-2020/2020.07.01.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Ненадлежащее поведение должника,,
/content/dataset-2/А56-23992-2020/2020.12.10.txt,GOOD DEF,2,Удовлетворено,Удовлетворено,,удовлетворено,удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Ненадлежащее поведение должника,,
/content/dataset-2/А56-2419-2020/2020.07.26.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Отсутствие доказательств по выдаче средств должнику в полном объёме,,
/content/dataset-2/А56-2419-2020/2020.12.01.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Реализация имущества гражданина,,
/content/dataset-2/А56-2419-2020/2021.04.21.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,"Отсутствие у кредитора доказательств как финансовой возможности предоставления займа должнику, так и фактической передачи денежных средств",,
/content/dataset-2/А56-2419-2020/2021.08.16.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку не доказано наличие между сторонами договорных правоотношений, в которых именно общество выступало бы займодавцем, и предоставление обществом должнику заемных средств; займодавцем по договору займа является должник, в связи с чем у него не могла возникнуть задолженность перед обществом, представленные обществом платежные поручения подтверждают факт частичного погашения обществом задолженности перед должником",,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Отсутствие доказательств по выдаче средств должнику в полном объёме,,
/content/dataset-2/А56-2419-2020/2021.08.29.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Отсутствие доказательств по выдаче средств должнику в полном объёме,,
/content/dataset-2/А56-25171-2020/2020.07.28.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Включение в конкурсную массу отдельных категорий имущества должника,,
/content/dataset-2/А56-25171-2020/2021.08.11.txt,GOOD DEF,2,Удовлетворено в части,,,удовлетворено частично,не удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Требование заявлено после закрытия реестра кредиторов,,
/content/dataset-2/А56-25171-2020/2021.08.20.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Включение в конкурсную массу отдельных категорий имущества должника,,
/content/dataset-2/А56-25383-2020/2020.07.06.txt,GOOD DEF,2,"Отказано, т.к. испрашиваемые меры не соответствуют предмету заявленных требований и не направлены на сохранение существующего положения между сторонами",,,не удовлетворено,не удовлетворено,Аренда земли,"Споры с органами исполнительной власти в сфере управления и контроля за муниципальным, региональным, федеральным имуществом",,О признании недействительным акта органов власти,,,"Определением отказано в удовлетворении заявления о принятии по делу о признании незаконным бездействия Комитета имущественных отношений, выразившегося в непродлении договора аренды земельных участков на новый срок, обеспечительных мер - в виде приостановления действия уведомления арендодателя об отказе от исполнения договора аренды; запрета управлению Росреестра совершать какие-либо действия, направленные на регистрацию прав и сделок в отношении земельных участков",,
/content/dataset-2/А56-25383-2020/2020.08.05.txt,GOOD DEF,1,В удовлетворении требования отказано,,,не удовлетворено,не удовлетворено,Аренда земли,"Споры с органами исполнительной власти в сфере управления и контроля за муниципальным, региональным, федеральным имуществом",,О признании недействительным акта органов власти,,,"Определением отказано в удовлетворении заявления о принятии по делу о признании незаконным бездействия Комитета имущественных отношений, выразившегося в непродлении договора аренды земельных участков на новый срок, обеспечительных мер - в виде приостановления действия уведомления арендодателя об отказе от исполнения договора аренды; запрета управлению Росреестра совершать какие-либо действия, направленные на регистрацию прав и сделок в отношении земельных участков",,
/content/dataset-2/А56-25383-2020/2020.11.30.txt,GOOD DEF,2,Отказано,Отказано,,не удовлетворено,не удовлетворено,Аренда земли,"Споры с органами исполнительной власти в сфере управления и контроля за муниципальным, региональным, федеральным имуществом",,О признании недействительным акта органов власти,,,"Уполномоченный орган в установленный законом срок направил ответы заявителю по результатам рассмотрения его обращений, в связи с чем бездействия допущено не было",,
/content/dataset-2/А56-25383-2020/2021.03.29.txt,GOOD DEF,3,"В удовлетворении требования отказано, поскольку незаконного бездействия Комитетом не допущено, отсутствуют основания для заключения с обществом договора",,,не удовлетворено,не удовлетворено,Аренда земли,"Споры с органами исполнительной власти в сфере управления и контроля за муниципальным, региональным, федеральным имуществом",,О признании недействительным акта органов власти,,,Арендатор ссылается на нарушение своих прав,,
/content/dataset-2/А56-25516-2020/2020.07.17.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А56-25516-2020/2021.04.26.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О признании гражданина несостоятельным (банкротом),,,Реализация имущества гражданина,,
/content/dataset-2/А56-25653-2017/2019.04.29.txt,GOOD DEF,3,"Требование удовлетворено частично, в оставшейся части дело направлено на новое рассмотрение, поскольку не дана оценка всем доводам кредитора о предоставлении кредитных средств",,,удовлетворено частично,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Основание требование - кредитный договор,,
/content/dataset-2/А56-25653-2017/2020.05.13.txt,GOOD DEF,3,"Требование удовлетворено частично, поскольку финансовое положение кредитора не позволяло ему передать должнику денежные средства в заявленном размере; в отношении части требований пропущен срок исковой давности",,,удовлетворено частично,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Включение в конкурсную массу отдельных категорий имущества должника,,
/content/dataset-2/А56-25653-2017/2020.06.23.txt,GOOD DEF,2,Отказано,,,не удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,"Отсутствие у кредитора доказательств как финансовой возможности предоставления займа должнику, так и фактической передачи денежных средств",,
/content/dataset-2/А56-25653-2017/2020.07.31.txt,GOOD DEF,1,Требование удовлетворено,,,удовлетворено,не удовлетворено,Банкротство гражданина,,,О включении в реестр требований кредиторов требования,,,Включение в конкурсную массу отдельных категорий имущества должника,,
